venta_id,fecha,marca,categoria,producto,preciounitario,precioventafinalunitario,cantidadvendida,totalventa
250,2025-05-11 17:49:02,AMD,Componente,AMD Radeon RX 6700 XT,$480.00,$531.00,1,$531.00
251,2025-05-24 17:49:02,NVIDIA,Componente,NVIDIA GeForce RTX 3080,$800.00,$866.00,3,"$2,598.00"
252,2024-09-14 17:49:02,Crucial,Componentes,Crucial MX500 SSD 1TB,$110.00,$186.00,2,$372.00
253,2024-09-06 17:49:02,Seagate,Componentes,Seagate Barracuda 2TB HDD,$80.00,$153.00,1,$153.00
254,2024-12-09 17:49:02,HP,Desktop,HP ProDesk 400,$540.00,$620.00,2,"$1,240.00"
255,2025-03-28 17:49:02,Razer,Accesorio,Razer DeathAdder V2,$70.00,$124.00,2,$248.00
256,2025-03-19 17:49:02,Netgear,Red,Netgear Orbi,$250.00,$323.00,4,"$1,292.00"
257,2024-12-16 17:49:02,BenQ,Monitor,BenQ GW2480,$210.00,$253.00,2,$506.00
258,2025-06-03 17:49:02,Dell,Desktop,Dell Inspiron Desktop,$500.00,$556.00,3,"$1,668.00"
259,2025-03-03 17:49:02,Dell,Laptop,Dell Inspiron 15,$850.00,$927.00,4,"$3,708.00"
260,2025-02-01 17:49:02,Amazon,Tablet,Fire HD 10,$150.00,$218.00,1,$218.00
261,2024-09-18 17:49:02,HP,Laptop,HP Spectre x360,"$1,100.00","$1,148.00",3,"$3,444.00"
262,2025-02-07 17:49:02,Logitech,Accesorio,Logitech MX Master 3,$100.00,$155.00,4,$620.00
263,2024-08-06 17:49:02,Lenovo,Desktop,Lenovo ThinkCentre M720,$600.00,$656.00,2,"$1,312.00"
264,2025-07-06 17:49:02,HyperX,Accesorio,HyperX Cloud II,$100.00,$158.00,1,$158.00
265,2025-01-04 17:49:02,SteelSeries,Accesorio,SteelSeries Arctis 7,$150.00,$228.00,3,$684.00
266,2025-04-02 17:49:02,Samsung,Componentes,Samsung 980 PRO SSD 1TB,$180.00,$245.00,5,"$1,225.00"
267,2024-09-22 17:49:02,MSI,Desktop,MSI Cubi 5,$620.00,$691.00,1,$691.00
268,2024-12-16 17:49:02,Samsung,Componentes,Samsung 970 EVO SSD 1TB,$150.00,$219.00,2,$438.00
269,2024-12-21 17:49:02,HP,Laptop,HP Spectre x360,"$1,100.00","$1,165.00",1,"$1,165.00"
270,2025-05-15 17:49:02,Microsoft,Accesorio,Microsoft LifeCam HD-3000,$70.00,$149.00,5,$745.00
271,2024-09-05 17:49:02,NVIDIA,Componente,NVIDIA GeForce RTX 3070,$600.00,$648.00,1,$648.00
272,2025-04-06 17:49:02,Samsung,Impresora,Samsung Xpress M2020W,$150.00,$222.00,4,$888.00
273,2025-03-14 17:49:02,Acer,Laptop,Acer Aspire 5,$700.00,$741.00,5,"$3,705.00"
274,2025-02-06 17:49:02,MSI,Desktop,MSI Cubi 5,$620.00,$660.00,2,"$1,320.00"
275,2024-12-07 17:49:02,HyperX,Accesorio,HyperX Cloud II,$100.00,$157.00,5,$785.00
276,2024-10-09 17:49:02,HP,Accesorio,HP Wireless Keyboard,$40.00,$88.00,2,$176.00
277,2025-01-03 17:49:02,Epson,Scanner,Epson Perfection V39,$90.00,$140.00,3,$420.00
278,2024-09-26 17:49:02,Ricoh,Impresora,Ricoh SP C250DN,$180.00,$232.00,3,$696.00
279,2024-11-14 17:49:02,Lenovo,Accesorio,Lenovo Preferred Pro,$50.00,$95.00,5,$475.00
280,2025-04-12 17:49:02,Logitech,Accesorio,Logitech G502,$90.00,$153.00,5,$765.00
281,2025-05-27 17:49:02,Dell,Desktop,Dell OptiPlex 7070,$650.00,$714.00,2,"$1,428.00"
282,2025-01-03 17:49:02,Seagate,Componentes,Seagate FireCuda 510 SSD 500GB,$170.00,$228.00,2,$456.00
283,2025-05-10 17:49:02,Microsoft,Accesorio,Microsoft Sculpt Ergonomic,$130.00,$183.00,5,$915.00
284,2025-01-29 17:49:02,Crucial,Componentes,Crucial MX500 SSD 1TB,$110.00,$150.00,3,$450.00
285,2025-06-02 17:49:02,ASUS,Monitor,ASUS ProArt PA248Q,$350.00,$425.00,5,"$2,125.00"
286,2025-05-11 17:49:02,ASUS,Laptop,ASUS VivoBook 15,$800.00,$842.00,4,"$3,368.00"
287,2025-05-30 17:49:02,MSI,Desktop,MSI Cubi 5,$620.00,$662.00,5,"$3,310.00"
288,2024-08-28 17:49:02,Intel,Componentes,Intel Optane Memory 32GB,$130.00,$173.00,5,$865.00
289,2024-08-22 17:49:02,AMD,Componente,AMD Radeon Pro W5700,$650.00,$699.00,5,"$3,495.00"
290,2024-08-10 17:49:02,Lenovo,Tablet,Lenovo Tab M10,$300.00,$355.00,4,"$1,420.00"
291,2025-05-01 17:49:02,Cisco,Red,Cisco Meraki Go,$220.00,$273.00,5,"$1,365.00"
292,2024-07-14 17:49:02,NVIDIA,Componente,NVIDIA GeForce RTX 3060,$400.00,$447.00,5,"$2,235.00"
293,2025-04-12 17:49:02,D-Link,Red,D-Link COVR-1102,$190.00,$235.00,5,"$1,175.00"
294,2024-08-13 17:49:02,Logitech,Accesorio,Logitech MX Master 3,$100.00,$165.00,2,$330.00
295,2025-01-26 17:49:02,Samsung,Monitor,Samsung Odyssey G7,$450.00,$523.00,2,"$1,046.00"
296,2025-03-09 17:49:02,Lenovo,Tablet,Lenovo Tab M10,$300.00,$354.00,5,"$1,770.00"
297,2025-06-08 17:49:02,Lenovo,Tablet,Lenovo Tab M10,$300.00,$342.00,1,$342.00
298,2025-05-27 17:49:02,Cisco,Red,Cisco Meraki Go,$220.00,$277.00,2,$554.00
299,2025-01-01 17:49:02,HP,Scanner,HP ScanJet Pro,$120.00,$198.00,3,$594.00
300,2025-01-19 17:49:02,Lenovo,Monitor,Lenovo ThinkVision T24i-10,$230.00,$304.00,3,$912.00
301,2025-01-07 17:49:02,NVIDIA,Componente,NVIDIA GeForce GTX 1660 Super,$250.00,$327.00,2,$654.00
302,2025-05-06 17:49:02,HP,Scanner,HP ScanJet Pro,$120.00,$161.00,4,$644.00
303,2025-02-04 17:49:02,TP-Link,Red,TP-Link Deco M5,$200.00,$269.00,3,$807.00
304,2025-05-18 17:49:02,Apple,Laptop,MacBook Air,"$1,200.00","$1,245.00",5,"$6,225.00"
305,2024-08-24 17:49:02,Lenovo,Laptop,Lenovo Yoga 7i,$980.00,"$1,030.00",5,"$5,150.00"
306,2025-03-14 17:49:02,NVIDIA,Componente,NVIDIA GeForce RTX 3070,$600.00,$679.00,2,"$1,358.00"
307,2025-02-10 17:49:02,Acer,Laptop,Acer Aspire 5,$700.00,$757.00,5,"$3,785.00"
308,2025-03-24 17:49:02,AMD,Componente,AMD Radeon RX 6800,$700.00,$749.00,4,"$2,996.00"
309,2025-04-01 17:49:02,Intel,Componentes,Intel Optane Memory 32GB,$130.00,$176.00,1,$176.00
310,2025-03-20 17:49:02,NVIDIA,Componente,NVIDIA GeForce GTX 1660 Super,$250.00,$313.00,3,$939.00
311,2025-02-15 17:49:02,HyperX,Accesorio,HyperX Cloud II,$100.00,$149.00,2,$298.00
312,2024-07-19 17:49:02,NVIDIA,Componente,NVIDIA GeForce RTX 3060,$400.00,$470.00,1,$470.00
313,2025-06-22 17:49:02,Dell,Laptop,Dell Inspiron 15,$850.00,$897.00,2,"$1,794.00"
314,2025-06-13 17:49:02,Western Digital,Componentes,WD Black SN750 1TB,$200.00,$268.00,1,$268.00
315,2025-05-06 17:49:02,Huawei,Tablet,Huawei MatePad T10,$250.00,$305.00,3,$915.00
316,2025-04-28 17:49:02,TP-Link,Red,TP-Link Archer C7,$60.00,$121.00,2,$242.00
317,2025-07-03 17:49:02,Logitech,Accesorio,Logitech Webcam C920,$80.00,$120.00,1,$120.00
318,2025-04-29 17:49:02,NVIDIA,Componente,NVIDIA GeForce RTX 3060,$400.00,$463.00,4,"$1,852.00"
319,2025-04-06 17:49:02,HP,Tablet,HP Chromebook x2,$400.00,$474.00,1,$474.00
320,2024-11-10 17:49:02,Lenovo,Desktop,Lenovo ThinkCentre M720,$600.00,$671.00,2,"$1,342.00"
321,2025-06-24 17:49:02,Corsair,Accesorio,Corsair Scimitar,$80.00,$158.00,5,$790.00
322,2024-09-23 17:49:02,Samsung,Impresora,Samsung Xpress M2020W,$150.00,$223.00,1,$223.00
323,2024-12-03 17:49:02,Samsung,Monitor,Samsung Odyssey G7,$450.00,$521.00,2,"$1,042.00"
324,2024-09-30 17:49:02,AMD,Componente,AMD Radeon RX 6800,$700.00,$777.00,4,"$3,108.00"
325,2025-02-27 17:49:02,Apple,Tablet,iPad Pro 11,$800.00,$880.00,5,"$4,400.00"
326,2024-10-06 17:49:02,Dell,Laptop,Dell XPS 13,"$1,050.00","$1,128.00",5,"$5,640.00"
327,2024-12-21 17:49:02,Corsair,Accesorio,Corsair HS60,$90.00,$145.00,5,$725.00
328,2025-07-03 17:49:02,Apple,Desktop,iMac 21.5 pulgadas,"$1,100.00","$1,141.00",1,"$1,141.00"
329,2025-07-02 17:49:02,Epson,Scanner,Epson Perfection V39,$90.00,$138.00,2,$276.00
330,2024-10-22 17:49:02,HP,Tablet,HP Chromebook x2,$400.00,$449.00,4,"$1,796.00"
331,2025-04-01 17:49:02,MSI,Laptop,MSI Modern 14,$950.00,"$1,000.00",5,"$5,000.00"
332,2024-08-18 17:49:02,Microsoft,Accesorio,Microsoft LifeCam HD-3000,$70.00,$131.00,4,$524.00
333,2025-05-02 17:49:02,Corsair,Componentes,Corsair Vengeance LPX 16GB,$75.00,$133.00,5,$665.00
334,2024-11-15 17:49:02,Brother,Impresora,Brother HL-L2350DW,$200.00,$270.00,3,$810.00
335,2025-03-28 17:49:02,Canon,Scanner,Canon CanoScan LiDE,$100.00,$147.00,3,$441.00
336,2024-09-02 17:49:02,Dell,Accesorio,Dell UltraSharp Webcam,$85.00,$148.00,4,$592.00
337,2025-04-03 17:49:02,NVIDIA,Componente,NVIDIA GeForce RTX 3070,$600.00,$672.00,1,$672.00
338,2025-01-15 17:49:02,Lenovo,Laptop,Lenovo ThinkPad E15,$900.00,$941.00,5,"$4,705.00"
339,2024-12-28 17:49:02,Lenovo,Monitor,Lenovo ThinkVision T24i-10,$230.00,$301.00,3,$903.00
340,2025-03-25 17:49:02,Samsung,Tablet,Samsung Galaxy Tab S7,$650.00,$719.00,5,"$3,595.00"
341,2025-05-20 17:49:02,Seagate,Componentes,Seagate Barracuda 2TB HDD,$80.00,$153.00,1,$153.00
342,2024-12-10 17:49:02,NVIDIA,Componente,NVIDIA GeForce GTX 1660 Super,$250.00,$330.00,4,"$1,320.00"
343,2025-06-26 17:49:02,NVIDIA,Componente,NVIDIA GeForce GTX 1660 Super,$250.00,$291.00,3,$873.00
344,2025-01-22 17:49:02,Linksys,Red,Linksys EA7500,$100.00,$143.00,2,$286.00
345,2024-07-27 17:49:02,Brother,Scanner,Brother DS-640,$110.00,$184.00,3,$552.00
346,2025-03-20 17:49:02,Logitech,Accesorio,Logitech Webcam C920,$80.00,$159.00,3,$477.00
347,2025-03-03 17:49:02,AMD,Componente,AMD Radeon RX 6800,$700.00,$761.00,3,"$2,283.00"
348,2025-06-18 17:49:02,Samsung,Impresora,Samsung Xpress M2020W,$150.00,$201.00,4,$804.00
349,2025-04-08 17:49:02,TP-Link,Red,TP-Link Archer C7,$60.00,$116.00,2,$232.00
350,2024-09-19 17:49:02,Lenovo,Tablet,Lenovo Tab M10,$300.00,$345.00,4,"$1,380.00"
351,2025-04-13 17:49:02,Google,Tablet,Google Pixel Slate,$600.00,$674.00,1,$674.00
352,2025-02-01 17:49:02,HP,Monitor,HP 24mh,$280.00,$343.00,2,$686.00
353,2024-08-16 17:49:02,Dell,Accesorio,Dell KM117 Wireless,$45.00,$106.00,4,$424.00
354,2024-08-28 17:49:02,Razer,Accesorio,Razer BlackWidow,$120.00,$186.00,4,$744.00
355,2024-10-31 17:49:02,MSI,Desktop,MSI Cubi 5,$620.00,$686.00,4,"$2,744.00"
356,2025-06-15 17:49:02,AMD,Componente,AMD Radeon RX 6900 XT,"$1,000.00","$1,042.00",3,"$3,126.00"
357,2025-01-15 17:49:02,Asus,Accesorio,Asus ROG Strix Scope,$110.00,$157.00,5,$785.00
358,2025-01-14 17:49:02,Dell,Laptop,Dell XPS 13,"$1,050.00","$1,096.00",5,"$5,480.00"
359,2024-12-13 17:49:02,Western Digital,Componentes,WD Blue 1TB HDD,$60.00,$140.00,5,$700.00
360,2025-06-24 17:49:02,NVIDIA,Componente,NVIDIA Quadro P2200,$450.00,$493.00,1,$493.00
361,2024-10-31 17:49:02,Acer,Laptop,Acer Aspire 5,$700.00,$752.00,2,"$1,504.00"
362,2024-08-04 17:49:02,Samsung,Impresora,Samsung Xpress M2020W,$150.00,$207.00,3,$621.00
363,2024-09-21 17:49:02,AMD,Componente,AMD Radeon RX 6700 XT,$480.00,$527.00,1,$527.00
364,2025-07-07 17:49:02,Crucial,Componentes,Crucial MX500 SSD 1TB,$110.00,$173.00,5,$865.00
365,2025-06-23 17:49:02,HP,Scanner,HP ScanJet Pro,$120.00,$164.00,1,$164.00
366,2024-11-27 17:49:02,Samsung,Componentes,Samsung 980 PRO SSD 1TB,$180.00,$246.00,2,$492.00
367,2024-07-20 17:49:02,Acer,Monitor,Acer R240HY,$200.00,$267.00,1,$267.00
368,2025-05-15 17:49:02,Brother,Impresora,Brother HL-L2350DW,$200.00,$269.00,5,"$1,345.00"
369,2025-01-06 17:49:02,Logitech,Accesorio,Logitech G502,$90.00,$165.00,2,$330.00
370,2024-12-14 17:49:02,AMD,Componente,AMD Radeon Pro W5700,$650.00,$711.00,2,"$1,422.00"
371,2025-02-11 17:49:02,HP,Impresora,HP LaserJet Pro MFP,$300.00,$378.00,4,"$1,512.00"
372,2024-08-29 17:49:02,Acer,Laptop,Acer Aspire 5,$700.00,$773.00,2,"$1,546.00"
373,2024-09-25 17:49:02,HP,Tablet,HP Chromebook x2,$400.00,$477.00,3,"$1,431.00"
374,2024-09-04 17:49:02,Dell,Desktop,Dell Inspiron Desktop,$500.00,$544.00,4,"$2,176.00"
375,2024-09-15 17:49:02,Dell,Monitor,Dell UltraSharp 24,$300.00,$374.00,2,$748.00
376,2025-03-21 17:49:02,Crucial,Componentes,Crucial MX500 SSD 1TB,$110.00,$190.00,4,$760.00
377,2025-03-04 17:49:02,HP,Desktop,HP ProDesk 400,$540.00,$596.00,5,"$2,980.00"
378,2025-01-10 17:49:02,Dell,Accesorio,Dell KM117 Wireless,$45.00,$92.00,5,$460.00
379,2025-01-09 17:49:02,Samsung,Componentes,Samsung 970 EVO SSD 1TB,$150.00,$207.00,5,"$1,035.00"
380,2025-02-24 17:49:02,Microsoft,Accesorio,Microsoft LifeCam HD-3000,$70.00,$110.00,4,$440.00
381,2025-03-15 17:49:02,HP,Accesorio,HP Wireless Keyboard,$40.00,$101.00,5,$505.00
382,2025-06-14 17:49:02,Dell,Desktop,Dell OptiPlex 7070,$650.00,$698.00,5,"$3,490.00"
383,2025-03-06 17:49:02,TP-Link,Red,TP-Link Archer C7,$60.00,$113.00,3,$339.00
384,2025-03-26 17:49:02,Linksys,Red,Linksys Velop,$230.00,$304.00,2,$608.00
385,2024-10-20 17:49:02,Linksys,Red,Linksys Velop,$230.00,$275.00,3,$825.00
386,2024-08-18 17:49:02,MSI,Laptop,MSI Modern 14,$950.00,"$1,022.00",2,"$2,044.00"
387,2024-11-30 17:49:02,ASUS,Tablet,Asus ZenPad 10,$350.00,$409.00,5,"$2,045.00"
388,2024-10-19 17:49:02,Western Digital,Componentes,WD Black SN750 1TB,$200.00,$275.00,3,$825.00
389,2024-11-11 17:49:02,Western Digital,Componentes,WD Blue 1TB HDD,$60.00,$131.00,1,$131.00
390,2025-05-30 17:49:02,Kingston,Componentes,Kingston A2000 SSD 500GB,$90.00,$150.00,1,$150.00
391,2025-06-12 17:49:02,Samsung,Componentes,Samsung 980 PRO SSD 1TB,$180.00,$251.00,4,"$1,004.00"
392,2024-12-08 17:49:02,Lenovo,Desktop,Lenovo IdeaCentre 3,$560.00,$623.00,4,"$2,492.00"
393,2025-05-12 17:49:02,Linksys,Red,Linksys EA7500,$100.00,$167.00,4,$668.00
394,2025-03-06 17:49:02,AMD,Componente,AMD Radeon RX 6800,$700.00,$743.00,2,"$1,486.00"
395,2024-08-15 17:49:02,Acer,Laptop,Acer Aspire 5,$700.00,$761.00,5,"$3,805.00"
396,2024-07-24 17:49:02,NVIDIA,Componente,NVIDIA GeForce GTX 1660 Super,$250.00,$327.00,3,$981.00
397,2025-04-30 17:49:02,Corsair,Accesorio,Corsair K95 RGB,$150.00,$228.00,5,"$1,140.00"
398,2025-02-03 17:49:02,Corsair,Accesorio,Corsair K95 RGB,$150.00,$230.00,5,"$1,150.00"
399,2024-12-03 17:49:02,Dell,Monitor,Dell P2419H,$250.00,$305.00,5,"$1,525.00"
400,2024-12-05 17:49:02,Brother,Impresora,Brother HL-L2350DW,$200.00,$241.00,4,$964.00
401,2024-10-23 17:49:02,Microsoft,Accesorio,Microsoft Sculpt Ergonomic,$130.00,$189.00,1,$189.00
402,2024-08-16 17:49:02,NVIDIA,Componente,NVIDIA GeForce RTX 3080,$800.00,$879.00,3,"$2,637.00"
403,2025-04-16 17:49:02,MSI,Desktop,MSI Cubi 5,$620.00,$672.00,3,"$2,016.00"
404,2024-12-05 17:49:02,Acer,Desktop,Acer Veriton X,$550.00,$616.00,4,"$2,464.00"
405,2024-10-12 17:49:02,HP,Monitor,HP 24mh,$280.00,$334.00,5,"$1,670.00"
406,2025-02-27 17:49:02,Netgear,Red,Netgear Orbi,$250.00,$310.00,5,"$1,550.00"
407,2024-09-21 17:49:02,Samsung,Componentes,Samsung 980 PRO SSD 1TB,$180.00,$237.00,3,$711.00
408,2025-05-22 17:49:02,Google,Tablet,Google Pixel Slate,$600.00,$663.00,4,"$2,652.00"
409,2025-01-31 17:49:02,Razer,Accesorio,Razer DeathAdder V2,$70.00,$139.00,5,$695.00
410,2024-12-06 17:49:02,Lenovo,Monitor,Lenovo ThinkVision T24i-10,$230.00,$301.00,2,$602.00
411,2025-07-02 17:49:02,AMD,Componente,AMD Radeon RX 6800,$700.00,$772.00,2,"$1,544.00"
412,2025-04-01 17:49:02,Western Digital,Componentes,WD Black SN750 1TB,$200.00,$268.00,1,$268.00
413,2025-06-06 17:49:02,TP-Link,Red,TP-Link Archer C7,$60.00,$122.00,5,$610.00
414,2025-06-19 17:49:02,Logitech,Accesorio,Logitech G Pro X,$120.00,$170.00,1,$170.00
415,2024-11-04 17:49:02,Lenovo,Desktop,Lenovo ThinkCentre M720,$600.00,$672.00,2,"$1,344.00"
416,2025-05-10 17:49:02,Lenovo,Monitor,Lenovo ThinkVision T24i-10,$230.00,$274.00,3,$822.00
417,2025-03-09 17:49:02,MSI,Desktop,MSI Cubi 5,$620.00,$700.00,3,"$2,100.00"
418,2025-05-27 17:49:02,Ricoh,Impresora,Ricoh SP C250DN,$180.00,$237.00,3,$711.00
419,2024-07-10 17:49:02,Ricoh,Impresora,Ricoh SP C250DN,$180.00,$231.00,4,$924.00
420,2024-12-16 17:49:02,Kingston,Componentes,Kingston A2000 SSD 500GB,$90.00,$140.00,5,$700.00
421,2024-12-02 17:49:02,Apple,Tablet,iPad Pro 11,$800.00,$855.00,3,"$2,565.00"
422,2024-07-11 17:49:02,Lenovo,Accesorio,Lenovo Preferred Pro,$50.00,$95.00,2,$190.00
423,2025-02-04 17:49:02,NVIDIA,Componente,NVIDIA GeForce GTX 1660 Super,$250.00,$313.00,5,"$1,565.00"
424,2024-09-03 17:49:02,Dell,Accesorio,Dell KM117 Wireless,$45.00,$113.00,1,$113.00
425,2024-09-25 17:49:02,NVIDIA,Componente,NVIDIA GeForce GTX 1660 Super,$250.00,$320.00,3,$960.00
426,2025-02-21 17:49:02,NVIDIA,Componente,NVIDIA GeForce RTX 3070,$600.00,$663.00,5,"$3,315.00"
427,2024-11-15 17:49:02,TP-Link,Red,TP-Link Archer C7,$60.00,$133.00,2,$266.00
428,2024-08-25 17:49:02,Samsung,Componentes,Samsung 980 PRO SSD 1TB,$180.00,$221.00,2,$442.00
429,2024-08-21 17:49:02,Logitech,Accesorio,Logitech Webcam C920,$80.00,$126.00,5,$630.00
430,2025-06-17 17:49:02,Dell,Laptop,Dell XPS 13,"$1,050.00","$1,091.00",5,"$5,455.00"
431,2025-03-08 17:49:02,HP,Laptop,HP Pavilion 14,$750.00,$796.00,4,"$3,184.00"
432,2024-10-21 17:49:02,Corsair,Accesorio,Corsair K95 RGB,$150.00,$224.00,5,"$1,120.00"
433,2025-06-21 17:49:02,AMD,Componente,AMD Radeon RX 6700 XT,$480.00,$535.00,4,"$2,140.00"
434,2024-11-05 17:49:02,NVIDIA,Componente,NVIDIA GeForce RTX 3070,$600.00,$657.00,3,"$1,971.00"
435,2025-01-17 17:49:02,Lenovo,Laptop,Lenovo ThinkPad E15,$900.00,$946.00,5,"$4,730.00"
436,2024-07-14 17:49:02,Apple,Laptop,MacBook Air,"$1,200.00","$1,263.00",5,"$6,315.00"
437,2025-04-26 17:49:02,AMD,Componente,AMD Radeon RX 6800,$700.00,$749.00,4,"$2,996.00"
438,2025-02-05 17:49:02,Acer,Laptop,Acer Aspire 5,$700.00,$773.00,4,"$3,092.00"
439,2025-02-12 17:49:02,ASUS,Desktop,ASUS ExpertCenter,$630.00,$686.00,2,"$1,372.00"
440,2024-12-04 17:49:02,Seagate,Componentes,Seagate Barracuda 2TB HDD,$80.00,$149.00,5,$745.00
441,2025-04-05 17:49:02,ASUS,Monitor,ASUS ProArt PA248Q,$350.00,$424.00,2,$848.00
442,2025-04-26 17:49:02,Samsung,Impresora,Samsung Xpress M2020W,$150.00,$213.00,2,$426.00
443,2024-08-04 17:49:02,ASUS,Laptop,ASUS VivoBook 15,$800.00,$874.00,5,"$4,370.00"
444,2024-10-27 17:49:02,Acer,Monitor,Acer R240HY,$200.00,$280.00,3,$840.00
445,2024-09-08 17:49:02,Samsung,Impresora,Samsung Xpress M2020W,$150.00,$216.00,4,$864.00
446,2025-06-23 17:49:02,MSI,Laptop,MSI Modern 14,$950.00,$996.00,4,"$3,984.00"
447,2024-12-29 17:49:02,TP-Link,Red,TP-Link Archer C7,$60.00,$130.00,3,$390.00
448,2025-06-20 17:49:02,Epson,Scanner,Epson Perfection V39,$90.00,$139.00,4,$556.00
449,2024-12-02 17:49:02,Microsoft,Accesorio,Microsoft Sculpt Ergonomic,$130.00,$208.00,5,"$1,040.00"
450,2025-02-21 17:49:02,AMD,Componente,AMD Radeon RX 6700 XT,$480.00,$521.00,2,"$1,042.00"
451,2024-11-30 17:49:02,D-Link,Red,D-Link DIR-850L,$80.00,$148.00,3,$444.00
452,2024-11-11 17:49:02,Microsoft,Tablet,Surface Go 2,$550.00,$620.00,4,"$2,480.00"
453,2025-03-11 17:49:02,HP,Monitor,HP 24mh,$280.00,$341.00,5,"$1,705.00"
454,2024-09-15 17:49:02,Huawei,Tablet,Huawei MatePad T10,$250.00,$296.00,3,$888.00
455,2025-05-02 17:49:02,Netgear,Red,Netgear Orbi,$250.00,$305.00,1,$305.00
456,2025-02-13 17:49:02,HP,Desktop,HP EliteDesk 800,$680.00,$745.00,2,"$1,490.00"
457,2024-12-10 17:49:02,Canon,Scanner,Canon CanoScan LiDE,$100.00,$153.00,4,$612.00
458,2025-03-18 17:49:02,HP,Accesorio,HP Wireless Keyboard,$40.00,$109.00,2,$218.00
459,2025-01-07 17:49:02,Corsair,Componentes,Corsair Vengeance LPX 16GB,$75.00,$117.00,5,$585.00
460,2024-11-09 17:49:02,NVIDIA,Componente,NVIDIA GeForce RTX 3060,$400.00,$448.00,1,$448.00
461,2025-06-24 17:49:02,AMD,Componente,AMD Radeon RX 5600 XT,$300.00,$365.00,2,$730.00
462,2024-08-04 17:49:02,Acer,Desktop,Acer Veriton X,$550.00,$591.00,2,"$1,182.00"
463,2025-02-23 17:49:02,Dell,Monitor,Dell UltraSharp 24,$300.00,$357.00,1,$357.00
464,2025-06-09 17:49:02,SteelSeries,Accesorio,SteelSeries Arctis 7,$150.00,$214.00,3,$642.00
465,2025-01-13 17:49:02,Canon,Impresora,Canon Pixma G6020,$280.00,$324.00,5,"$1,620.00"
466,2025-03-24 17:49:02,Crucial,Componentes,Crucial MX500 SSD 1TB,$110.00,$187.00,1,$187.00
467,2024-09-04 17:49:02,Dell,Monitor,Dell P2419H,$250.00,$313.00,3,$939.00
468,2024-11-04 17:49:02,Lenovo,Tablet,Lenovo Tab M10,$300.00,$374.00,1,$374.00
469,2025-05-31 17:49:02,Dell,Desktop,Dell Inspiron Desktop,$500.00,$565.00,5,"$2,825.00"
470,2024-07-21 17:49:02,SteelSeries,Accesorio,SteelSeries Arctis 7,$150.00,$218.00,3,$654.00
471,2024-10-27 17:49:02,Lenovo,Laptop,Lenovo Yoga 7i,$980.00,"$1,027.00",4,"$4,108.00"
472,2024-11-05 17:49:02,LG,Monitor,LG 27UL850,$400.00,$476.00,1,$476.00
473,2024-12-31 17:49:02,Logitech,Accesorio,Logitech G Pro X,$120.00,$160.00,2,$320.00
474,2024-08-22 17:49:02,Brother,Scanner,Brother DS-640,$110.00,$188.00,5,$940.00
475,2024-11-23 17:49:02,HP,Tablet,HP Chromebook x2,$400.00,$474.00,1,$474.00
476,2024-09-05 17:49:02,Dell,Laptop,Dell XPS 13,"$1,050.00","$1,099.00",5,"$5,495.00"
477,2025-04-24 17:49:02,HP,Laptop,HP Spectre x360,"$1,100.00","$1,157.00",1,"$1,157.00"
478,2024-10-31 17:49:02,BenQ,Monitor,BenQ GW2480,$210.00,$260.00,1,$260.00
479,2024-10-01 17:49:02,HP,Impresora,HP LaserJet Pro MFP,$300.00,$349.00,1,$349.00
480,2025-01-15 17:49:02,Canon,Impresora,Canon Pixma G6020,$280.00,$323.00,5,"$1,615.00"
481,2024-12-13 17:49:02,Linksys,Red,Linksys EA7500,$100.00,$166.00,4,$664.00
482,2025-01-05 17:49:02,BenQ,Monitor,BenQ GW2480,$210.00,$268.00,1,$268.00
483,2025-02-26 17:49:02,Samsung,Tablet,Samsung Galaxy Tab S7,$650.00,$710.00,2,"$1,420.00"
484,2025-05-06 17:49:02,Huawei,Tablet,Huawei MatePad T10,$250.00,$311.00,4,"$1,244.00"
485,2025-02-09 17:49:02,Brother,Impresora,Brother HL-L2350DW,$200.00,$268.00,1,$268.00
486,2024-10-05 17:49:02,Linksys,Red,Linksys EA7500,$100.00,$174.00,4,$696.00
487,2024-11-28 17:49:02,Dell,Monitor,Dell UltraSharp 24,$300.00,$374.00,3,"$1,122.00"
488,2024-09-15 17:49:02,HP,Scanner,HP ScanJet Pro,$120.00,$196.00,4,$784.00
489,2025-02-08 17:49:02,TP-Link,Red,TP-Link Deco M5,$200.00,$266.00,5,"$1,330.00"
490,2025-05-09 17:49:02,Samsung,Monitor,Samsung Odyssey G7,$450.00,$499.00,4,"$1,996.00"
491,2024-08-12 17:49:02,Linksys,Red,Linksys EA7500,$100.00,$143.00,2,$286.00
492,2024-12-22 17:49:02,Logitech,Accesorio,Logitech Webcam C920,$80.00,$121.00,5,$605.00
493,2025-04-27 17:49:02,Canon,Scanner,Canon CanoScan LiDE,$100.00,$176.00,1,$176.00
494,2024-10-19 17:49:02,AMD,Componente,AMD Radeon RX 6800,$700.00,$748.00,2,"$1,496.00"
495,2024-08-10 17:49:02,Logitech,Accesorio,Logitech G Pro X,$120.00,$179.00,3,$537.00
496,2025-01-05 17:49:02,Dell,Tablet,Dell Venue 8 Pro,$200.00,$262.00,1,$262.00
497,2025-02-08 17:49:02,Intel,Componentes,Intel Optane Memory 32GB,$130.00,$192.00,2,$384.00
